Range_index_row	Range_index_col	Domain_index_row	Domain_index_col	contrast	brightness	best_rms	isEdge
0	0	0	68	0.0	80.0	80.0	False
0	4	0	68	0.0	105.0	0.0	False
0	8	0	68	0.0	108.0	108.0	False
0	12	0	68	0.0	108.0	108.0	False
0	16	0	68	0.0	111.0	0.0	False
0	20	64	160	-0.0005492219355912458	124.74539705114725	124.56640187457978	False
0	24	126	69	-0.00041841004184100416	181.46831494864966	181.17446736667742	False
0	28	0	68	0.0	216.0	0.0	False
0	32	146	76	0.0005492219355912458	195.70914840339822	195.12091301182966	False
0	36	0	68	0.0	171.0	171.0	False
0	40	138	83	0.00015408320493066256	175.41160760143813	1.3217714968205125	False
0	44	146	76	0.0003661479570608305	184.62428075378062	184.2734747479552	False
0	48	126	71	-0.00022594142259414225	208.55289007227083	208.31743636955576	False
0	52	130	70	-0.00015408320493066256	200.08839239856187	0.6641033125092916	False
0	56	146	75	-0.00018307397853041524	180.1878596231097	179.5284972020278	False
0	60	176	112	-0.00020920502092050208	148.73415747432483	148.562223901229	False
0	64	0	68	0.0	132.0	0.0	False
0	68	134	70	-9.153698926520762e-05	120.09392981155484	119.938471660075	False
0	72	0	68	0.0	121.0	121.0	False
0	76	0	68	0.0	120.0	0.0	False
0	80	0	68	0.0	118.0	118.0	False
0	84	0	68	0.0	120.0	120.0	False
0	88	144	79	-0.0005603025633842274	128.68506326749778	1.1456184292828557	False
0	92	176	110	-0.0003661479570608305	164.64844651894666	164.4407931071714	False
0	96	176	112	-0.00020920502092050208	193.73415747432483	193.5610329668599	False
0	100	126	72	2.8015128169211374e-05	204.16574683662512	1.0192442965200765	False
0	104	134	70	-9.153698926520762e-05	196.09392981155486	195.93823804826508	False
0	108	130	66	-0.0005774058577405858	180.74627462913656	180.44871442665035	False
0	112	130	67	-0.0004622496147919877	163.26517719568565	0.9412769531697139	False
0	116	58	44	-0.0008238329033868686	139.93627739490267	139.62334195220137	False
0	120	0	68	0.0	116.0	116.0	False
0	124	76	160	-0.0004902647429611991	148.59943035906056	1.3279401463814438	False
0	128	0	68	0.0	118.0	118.0	False
0	132	0	68	0.0	132.0	132.0	False
0	136	130	70	-0.00015408320493066256	120.0883923985619	0.6641033125092903	False
0	140	0	68	0.0	116.0	116.0	False
0	144	126	71	3.3472803347280334e-05	117.36253480410802	117.1484457641429	False
0	148	0	68	0.0	117.0	0.0	False
0	152	146	76	9.153698926520762e-05	113.36061564299061	113.12358251645769	False
0	156	0	68	0.0	115.0	115.0	False
0	160	126	71	-9.805294859223981e-05	113.41988607181212	1.165999259378967	False
0	164	0	68	0.0	112.0	112.0	False
0	168	0	68	0.0	112.0	112.0	False
0	172	130	70	-0.00015408320493066256	108.0883923985619	0.6641033125092903	False
0	176	0	68	0.0	107.0	107.0	False
0	180	0	68	0.0	107.0	107.0	False
0	184	0	68	0.0	109.0	0.0	False
0	188	131	64	-0.0009153698926520762	114.57566175191208	114.35643969612762	False
0	192	0	68	0.0	139.0	139.0	False
0	196	0	68	0.0	134.0	0.0	False
4	0	0	68	0.0	81.0	81.0	False
4	4	0	68	0.0	105.0	105.0	False
4	8	130	67	0.0004622496147919877	109.73482280431433	0.9412769531697155	False
4	12	64	160	-0.0005492219355912458	137.74539705114725	137.5658040985677	False
4	16	126	72	8.368200836820084e-06	155.090633701027	154.72307198257897	False
4	20	129	66	0.001694915254237288	209.5276836158192	2.5519092454664634	False
4	24	50	45	-0.0012815178497129066	227.67865372540416	227.0899260312442	False
4	28	130	80	0.00020920502092050208	202.26584252567517	202.09709892690609	False
4	32	147	76	0.00018209833309987394	225.57735443806322	1.2307189913254488	False
4	36	147	76	0.000732295914121661	218.7940160530158	218.0326471283446	False
4	40	126	71	3.3472803347280334e-05	219.36253480410804	219.1457789180023	False
4	44	0	68	0.0	240.0	0.0	False
4	48	134	69	-0.0003661479570608305	249.92117379167394	249.5373842850357	False
4	52	0	68	0.0	238.0	238.0	False
4	56	76	162	0.001470794228883597	232.7017089228183	1.884686318903638	False
4	60	129	66	-0.0005492219355912458	218.38176068751088	218.1565849934102	False
4	64	0	68	0.0	161.0	161.0	False
4	68	0	68	0.0	124.0	0.0	False
4	72	0	68	0.0	119.0	119.0	False
4	76	0	68	0.0	119.0	119.0	False
4	80	0	68	0.0	120.0	0.0	False
4	84	137	74	9.153698926520762e-05	120.17879746117242	120.0295385709254	False
4	88	50	46	-0.000401673640167364	145.6495823507037	145.44670289492947	False
4	92	129	66	0.001694915254237288	186.5276836158192	2.5519092454664634	False
4	96	0	68	0.0	216.0	216.0	False
4	100	0	68	0.0	213.0	213.0	False
4	104	142	78	0.00018209833309987394	197.07735443806322	0.46530618188988154	False
4	108	129	66	-0.0008238329033868686	166.7544592130845	166.38966768170178	False
4	112	131	66	-0.00017573221757322176	142.09669227843287	141.97644655939578	False
4	116	135	69	0.0004622496147919877	141.73482280431435	0.9118703510806457	False
4	120	135	71	-0.00018307397853041524	130.36967780492787	130.06044947768632	False
4	124	0	68	0.0	146.0	146.0	False
4	128	135	70	-0.0008404538450763413	135.52759490124666	1.390013421962609	False
4	132	0	68	0.0	126.0	126.0	False
4	136	0	68	0.0	118.0	118.0	False
4	140	0	68	0.0	116.0	0.0	False
4	144	0	68	0.0	116.0	116.0	False
4	148	0	68	0.0	116.0	116.0	False
4	152	0	68	0.0	115.0	0.0	False
4	156	0	68	0.0	115.0	115.0	False
4	160	0	68	0.0	112.0	112.0	False
4	164	0	68	0.0	111.0	0.0	False
4	168	0	68	0.0	110.0	110.0	False
4	172	0	68	0.0	108.0	108.0	False
4	176	0	68	0.0	107.0	0.0	False
4	180	0	68	0.0	105.0	105.0	False
4	184	0	68	0.0	106.0	106.0	False
4	188	129	66	0.0011065975626838493	119.04700004669188	1.7196142030841086	False
4	192	142	84	0.0002746109677956229	134.6273014744264	134.44758137877412	False
4	196	0	68	0.0	122.0	122.0	False
8	0	144	79	-0.0005603025633842274	96.6850632674978	1.1456184292828597	False
8	4	0	68	0.0	157.0	157.0	False
8	8	126	69	-0.0005857740585774059	189.65564092810956	189.12234331480138	False
8	12	0	68	0.0	221.0	0.0	False
8	16	0	68	0.0	226.0	226.0	False
8	20	130	71	1.6736401673640167e-05	228.181267402054	228.0551593186243	False
8	24	130	67	0.0004622496147919877	208.73482280431435	0.9412769531697139	False
8	28	135	69	-0.0011899808604476992	176.76654209566752	176.25066478566666	False
8	32	80	163	0.0006192468619246862	161.70689387599847	161.55874807211532	False
8	36	0	68	0.0	151.0	0.0	False
8	40	58	44	-0.0005492219355912458	127.74539705114725	127.5589821653828	False
8	44	0	68	0.0	139.0	139.0	False
8	48	135	69	0.0011206051267684549	171.1298734650044	2.447998532553999	False
8	52	147	75	0.0002746109677956229	171.99093783806276	171.55667845394314	False
8	56	0	68	0.0	216.0	216.0	False
8	60	135	69	0.000672363076061073	195.47792407900263	1.5787543664913648	False
8	64	129	66	-0.0010984438711824915	220.12715773865813	219.76927448386277	False
8	68	0	68	0.0	168.0	168.0	False
8	72	0	68	0.0	125.0	0.0	False
8	76	176	114	-0.00018307397853041524	123.73331416856423	123.59523336929246	False
8	80	0	68	0.0	122.0	122.0	False
8	84	144	79	-0.0005603025633842274	133.68506326749778	1.1456184292828557	False
8	88	129	65	-0.0009153698926520762	177.39384357009388	177.10373435190365	False
8	92	130	66	-0.00015899581589958158	209.27795968048687	209.07618434567215	False
8	96	0	68	0.0	225.0	0.0	False
8	100	134	70	-9.153698926520762e-05	212.09392981155486	211.93821021590838	False
8	104	0	68	0.0	191.0	191.0	False
8	108	134	69	-0.0006163328197226503	157.35356959424755	1.2566633605255861	False
8	112	133	70	-0.0002746109677956229	128.19088034375542	128.01285429224112	False
8	116	0	68	0.0	124.0	124.0	False
8	120	76	162	0.0009244992295839754	138.46964560862867	1.2700442458435373	False
8	124	134	70	-9.153698926520762e-05	146.09392981155486	145.93836435892587	False
8	128	0	68	0.0	160.0	160.0	False
8	132	0	68	0.0	132.0	0.0	False
8	136	0	68	0.0	118.0	118.0	False
8	140	0	68	0.0	118.0	118.0	False
8	144	0	68	0.0	118.0	0.0	False
8	148	0	68	0.0	118.0	118.0	False
8	152	0	68	0.0	118.0	118.0	False
8	156	0	68	0.0	117.0	0.0	False
8	160	134	70	-9.153698926520762e-05	115.09392981155484	114.93849786031056	False
8	164	0	68	0.0	112.0	112.0	False
8	168	0	68	0.0	112.0	0.0	False
8	172	140	74	-9.153698926520762e-05	110.27574799337303	110.09773829473234	False
8	176	0	68	0.0	107.0	107.0	False
8	180	76	162	0.0005462949992996218	106.23206331418966	1.1270979283540772	False
8	184	176	114	-0.00018307397853041524	109.73331416856423	109.59611970307812	False
8	188	131	66	-0.00017573221757322176	130.09669227843287	129.9766186950626	False
8	192	130	78	0.0003641966661997479	156.15470887612645	0.8871163743492294	False
8	196	135	70	-0.0002746109677956229	124.19088034375544	123.99700764113945	False
12	0	126	71	-0.00017573221757322176	164.09669227843287	163.72677077165673	False
12	4	136	86	0.0003641966661997479	236.65470887612642	1.5158113129162805	False
12	8	129	66	-0.0016476658067737372	221.05437297162354	220.5075115864824	False
12	12	76	160	0.0005857740585774059	181.34435907189047	181.13260256256245	False
12	16	142	78	0.0008264462809917355	187.38953168044077	1.3972776700139409	False
12	20	0	68	0.0	178.0	178.0	False
12	24	0	68	0.0	179.0	179.0	False
12	28	0	68	0.0	169.0	0.0	False
12	32	0	68	0.0	153.0	153.0	False
12	36	130	78	0.00019246861924686193	160.08457512362114	159.97214764088093	False
12	40	0	68	0.0	139.0	0.0	False
12	44	179	6	-0.0023799617208953984	104.35126600951683	103.51177717221123	False
12	48	80	163	0.0006192468619246862	111.70689387599849	111.56082643871127	False
12	52	130	66	-0.0009244992295839754	115.53035439137135	1.7718530114691686	False
12	56	147	76	0.0003661479570608305	76.987917117417	76.13575147402713	False
12	60	131	66	-0.0011548117154811717	135.4925492582731	135.1256605852691	False
12	64	0	68	0.0	202.0	0.0	False
12	68	147	75	0.00018307397853041524	222.72123128598122	222.38107893263748	False
12	72	0	68	0.0	169.0	169.0	False
12	76	130	67	0.0004622496147919877	127.73482280431433	0.9412769531697155	False
12	80	129	66	-0.0005492219355912458	127.38176068751089	127.15880108064124	False
12	84	58	44	-0.000594142259414226	147.56500722708253	147.37431638361846	False
12	88	138	86	0.000672363076061073	191.47792407900263	1.8600824165229293	False
12	92	0	68	0.0	222.0	222.0	False
12	96	0	68	0.0	222.0	222.0	False
12	100	0	68	0.0	206.0	0.0	False
12	104	129	66	-0.0008238329033868686	175.93627739490267	175.48119435249666	False
12	108	130	66	-0.00015899581589958158	147.27795968048687	147.07725461117624	False
12	112	0	68	0.0	126.0	0.0	False
12	116	0	68	0.0	122.0	122.0	False
12	120	0	68	0.0	132.0	132.0	False
12	124	135	69	0.0004622496147919877	164.73482280431435	0.9118703510806457	False
12	128	178	6	-0.001006906881917284	141.6695915634669	141.36420481372406	False
12	132	80	158	-0.00039330543933054394	129.7402160517307	129.57620031222282	False
12	136	0	68	0.0	120.0	0.0	False
12	140	0	68	0.0	121.0	121.0	False
12	144	0	68	0.0	120.0	120.0	False
12	148	0	68	0.0	120.0	0.0	False
12	152	0	68	0.0	120.0	120.0	False
12	156	0	68	0.0	121.0	121.0	False
12	160	0	68	0.0	121.0	0.0	False
12	164	134	70	-9.153698926520762e-05	115.09392981155484	114.93849786031056	False
12	168	0	68	0.0	118.0	118.0	False
12	172	0	68	0.0	117.0	0.0	False
12	176	137	74	9.153698926520762e-05	118.17879746117242	118.02961384934862	False
12	180	0	68	0.0	112.0	112.0	False
12	184	0	68	0.0	120.0	0.0	False
12	188	58	44	-0.0005492219355912458	134.74539705114725	134.5586781478781	False
12	192	0	68	0.0	153.0	153.0	False
12	196	130	70	-0.00015408320493066256	128.0883923985619	0.6641033125092917	False
16	0	130	64	-0.0021053507530997754	228.61493112030684	227.65490317161365	False
16	4	126	71	-0.00019246861924686193	206.91542487637886	206.46613696043215	False
16	8	130	70	-0.00015408320493066256	186.08839239856187	0.6641033125092916	False
16	12	147	76	0.0009153698926520762	175.6970655208152	175.07939269552375	False
16	16	130	68	-0.0003514644351464435	163.19338455686574	162.99215452065576	False
16	20	135	69	0.0005042723070458047	173.48344305925198	1.7853103044150043	False
16	24	130	68	-0.0009153698926520762	148.03020720645753	147.47266607832015	False
16	28	0	68	0.0	150.0	150.0	False
16	32	0	68	0.0	131.0	0.0	False
16	36	147	75	0.0	136.0	135.29433998156014	False
16	40	80	161	0.0006108786610878661	149.61626017497147	149.45255551921318	False
16	44	134	69	-0.00023812858943829667	138.09115188868654	0.7934023333141761	False
16	48	134	69	-0.0009153698926520762	103.03020720645753	102.61510078817956	False
16	52	138	84	0.00039330543933054394	122.2597839482693	122.0936922579281	False
16	56	0	68	0.0	68.0	0.0	False
16	60	182	96	0.0	108.45454545454545	108.31811799233641	False
16	64	0	68	0.0	146.0	146.0	False
16	68	135	69	0.0007283933323994958	221.3094177522529	2.648284318354107	False
16	72	0	68	0.0	240.0	240.0	False
16	76	0	68	0.0	166.0	166.0	False
16	80	142	80	-0.0002801512816921137	135.8425316337489	0.719175312111944	False
16	84	131	64	-0.0009153698926520762	169.57566175191207	169.35397615519298	False
16	88	58	44	-0.000594142259414226	204.56500722708253	204.3724465057188	False
16	92	0	68	0.0	221.0	0.0	False
16	96	50	46	-9.153698926520762e-05	214.09392981155486	213.97873832689606	False
16	100	126	70	-0.000401673640167364	195.6495823507037	195.323702410166	False
16	104	131	66	-0.0009945370500070037	161.61598729980855	1.6909638489671563	False
16	108	0	68	0.0	134.0	134.0	False
16	112	0	68	0.0	125.0	125.0	False
16	116	0	68	0.0	126.0	0.0	False
16	120	0	68	0.0	124.0	124.0	False
16	124	0	68	0.0	145.0	145.0	False
16	128	0	68	0.0	155.0	0.0	False
16	132	76	157	-0.0004576849463260381	129.28783087595605	129.08606127344086	False
16	136	0	68	0.0	121.0	121.0	False
16	140	0	68	0.0	122.0	0.0	False
16	144	0	68	0.0	123.0	123.0	False
16	148	0	68	0.0	123.0	123.0	False
16	152	0	68	0.0	122.0	0.0	False
16	156	134	70	-9.153698926520762e-05	118.09392981155484	117.93848187358786	False
16	160	0	68	0.0	128.0	128.0	False
16	164	147	76	0.00018209833309987394	138.57735443806322	1.230718991325449	False
16	168	138	82	0.0009153698926520762	161.33342915717884	160.57989174885384	False
16	172	0	68	0.0	141.0	141.0	False
16	176	143	78	-0.0007424008964841014	158.60770882943456	1.2777793160957807	False
16	180	146	75	9.153698926520762e-05	164.99697927935424	164.33881612619606	False
16	184	0	68	0.0	142.0	142.0	False
16	188	143	78	-0.0007424008964841014	168.60770882943456	1.2777793160957807	False
16	192	146	75	0.0002746109677956229	162.08184692897183	161.60556253039883	False
16	196	0	68	0.0	130.0	130.0	False
20	0	131	66	-0.0003081664098613251	187.1767847971238	0.8247759909546365	False
20	4	138	82	-0.0003661479570608305	167.83026470076481	167.62721363431027	False
20	8	130	70	-0.0007615062761506277	146.7523332065424	146.235229752374	False
20	12	0	68	0.0	123.0	0.0	False
20	16	80	161	0.0006407589248564533	98.61521859184337	98.41268578185111	False
20	20	0	68	0.0	103.0	103.0	False
20	24	0	68	0.0	104.0	0.0	False
20	28	0	68	0.0	121.0	121.0	False
20	32	130	66	1.6736401673640167e-05	113.18126740205402	113.05990292683505	False
20	36	0	68	0.0	123.0	0.0	False
20	40	138	73	-0.0003661479570608305	112.37571924621938	111.60053320939991	False
20	44	0	68	0.0	135.0	135.0	False
20	48	0	68	0.0	141.0	0.0	False
20	52	176	110	-0.0005492219355912458	144.56357886932906	144.29720476234073	False
20	56	130	66	-0.0009539748953974896	74.66775808292127	74.13142469578747	False
20	60	126	72	2.8015128169211374e-05	108.1657468366251	1.0192442965200652	False
20	64	176	114	-0.00018307397853041524	146.73331416856425	146.59414475936666	False
20	68	58	44	-0.000594142259414226	148.56500722708253	148.37427119760173	False
20	72	146	73	-0.000672363076061073	181.02207592099737	1.770890008962519	False
20	76	58	44	-0.0005492219355912458	224.56357886932904	224.31254847551216	False
20	80	0	68	0.0	180.0	180.0	False
20	84	131	66	0.0009945370500070037	185.38401270019142	1.5462711616322722	False
20	88	131	64	-0.0009153698926520762	211.57566175191207	211.35295828369166	False
20	92	0	68	0.0	218.0	218.0	False
20	96	0	68	0.0	209.0	0.0	False
20	100	133	70	-0.0006407589248564533	178.4756904990657	178.14107988391714	False
20	104	0	68	0.0	147.0	147.0	False
20	108	0	68	0.0	125.0	0.0	False
20	112	0	68	0.0	130.0	130.0	False
20	116	0	68	0.0	128.0	128.0	False
20	120	0	68	0.0	127.0	0.0	False
20	124	0	68	0.0	126.0	126.0	False
20	128	0	68	0.0	137.0	137.0	False
20	132	134	69	-0.0006163328197226503	135.35356959424755	1.2566633605255861	False
20	136	0	68	0.0	121.0	121.0	False
20	140	0	68	0.0	121.0	121.0	False
20	144	0	68	0.0	125.0	0.0	False
20	148	0	68	0.0	126.0	126.0	False
20	152	0	68	0.0	124.0	124.0	False
20	156	131	65	0.0006163328197226503	127.64643040575244	1.1812118612206135	False
20	160	138	82	0.0004576849463260381	153.3485327604076	153.05008947924736	False
20	164	126	71	3.3472803347280334e-05	176.36253480410804	176.14652661333545	False
20	168	138	86	-5.603025633842275e-05	224.1685063267498	0.9897275688449438	False
20	172	137	74	9.153698926520762e-05	232.17879746117242	232.02739415946718	False
20	176	0	68	0.0	239.0	239.0	False
20	180	136	78	0.0002941588457767194	234.74034178456364	1.2667887362305745	False
20	184	51	46	-0.0005492219355912458	233.0181243238745	232.7119014589122	False
20	188	126	71	3.3472803347280334e-05	218.36253480410804	218.14579295850146	False
20	192	126	71	-9.805294859223981e-05	201.41988607181213	1.1659992593789699	False
20	196	135	69	-0.003112257635017059	228.557249956501	227.36031321398477	False
24	0	130	70	-0.0007531380753138076	114.84296690756942	114.33279093019047	False
24	4	130	70	-0.00015408320493066256	99.0883923985619	0.6641033125092903	False
24	8	130	66	-0.0019222767745693601	79.42707149719716	78.58536244391034	False
24	12	176	112	-0.00020920502092050208	69.73415747432483	69.56804131635866	False
24	16	0	68	0.0	85.0	0.0	False
24	20	0	68	0.0	56.0	56.0	False
24	24	0	68	0.0	50.0	50.0	False
24	28	76	163	0.0007704160246533128	71.55803800719055	1.3951998587920145	False
24	32	176	110	-0.0003661479570608305	107.64844651894664	107.44340503248301	False
24	36	0	68	0.0	124.0	124.0	False
24	40	135	69	0.0003641966661997479	125.65470887612645	1.2625698292756216	False
24	44	135	71	-0.00018307397853041524	139.36967780492787	139.05995745393082	False
24	48	126	71	-0.0003765690376569038	150.9214834537847	150.45007756559443	False
24	52	142	78	0.0003641966661997479	131.15470887612645	0.9306123637797699	False
24	56	75	158	-0.001006906881917284	101.48777338164872	101.04299918519642	False
24	60	0	68	0.0	135.0	135.0	False
24	64	147	76	0.00018209833309987394	102.57735443806321	1.2307189913254688	False
24	68	147	73	-0.0024714987101606056	148.89974127561712	147.3237312810789	False
24	72	0	68	0.0	132.0	132.0	False
24	76	0	68	0.0	167.0	0.0	False
24	80	147	73	-0.0010984438711824915	212.6726122841127	211.3638476414505	False
