Range_index_row	Range_index_col	Domain_index_row	Domain_index_col	contrast	brightness	best_rms	isEdge
0	0	129	78	-0.00014261052315544547	80.91397856065724	79.37619255354144	False
0	4	59	44	-0.009900519955364562	105.34321802511931	9.664783019399973	False
0	8	129	80	-0.008068350668647846	108.99426178576253	107.82774666962803	False
0	12	130	82	0.005164002101628763	108.64119738251689	107.7557496386403	False
0	16	141	74	0.00864218048861559	111.78373774306134	15.922683078590804	False
0	20	139	74	-0.045728083209509655	126.05863838984196	118.07106420683762	False
0	24	140	74	-0.0847181565713428	182.2671586388542	178.0749723988797	False
0	28	131	68	-0.014886393314181248	216.5160616348916	83.63289571365532	False
0	32	183	95	0.12903417533432393	194.82105092530054	209.08545227199735	False
0	36	182	100	-0.028582151167154544	171.70686099909247	178.44385985465624	False
0	40	181	116	0.048647878629597095	175.56354020750732	101.70076011651612	False
0	44	181	116	0.05653046062407132	184.4020829393489	193.87939911107185	False
0	48	180	117	-0.05455227801546198	209.77874625562083	232.95566566863693	False
0	52	125	71	0.01752178351812721	200.39257817137158	99.90056663870057	False
0	56	182	100	0.1934769687964339	179.1431257598271	190.3644826284584	False
0	60	183	97	-0.028604668618179088	149.79854182445942	146.0573880798012	False
0	64	136	82	0.0740758327595622	131.93203779766853	34.76352278076835	False
0	68	56	45	0.030274888558692422	120.54363096042144	119.82133023024357	False
0	72	127	70	0.007310665765968625	121.56762536420273	120.4930210196417	False
0	76	127	71	0.005175811391533512	120.48723853842684	7.631039411086628	False
0	80	127	71	0.0013075780089153047	118.95673105497771	118.32619624944543	False
0	84	125	73	0.007505817008181341	120.10639154435597	118.88541755024771	False
0	88	140	74	-0.03518602056079204	129.46978204610744	16.3636710166176	False
0	92	136	77	-0.05049777117384844	165.58010806429826	159.55688765031388	False
0	96	182	109	-0.018884635592584253	194.5563188744004	191.14253645930322	False
0	100	125	71	0.005650656473325578	204.88744390892472	9.762622372986176	False
0	104	58	44	0.030705794947994056	196.25664460353912	195.55704713442523	False
0	108	131	64	0.0241762365833521	180.89868716437056	178.5206029184182	False
0	112	130	64	0.01664332011681189	163.83969823595052	13.391151656172779	False
0	116	56	44	0.08437592867756315	139.7533783601243	139.59832981081078	False
0	120	129	78	0.004128199354499738	116.85851534939579	114.79294232910675	False
0	124	128	78	-0.011966096061160046	149.16482466345354	12.145364045473034	False
0	128	136	83	0.04213224368499257	118.06035120896935	117.26675878131176	False
0	132	129	79	0.0011934249043008332	132.14091625555258	129.97513574361685	False
0	136	131	64	0.023718511835513663	120.42775825636886	11.20943396525406	False
0	140	127	66	0.0036552748885586924	116.15177090368769	115.46271038825974	False
0	144	127	70	0.006147264129700518	117.97113467482754	117.34310165672508	False
0	148	128	70	0.005674398727415181	117.21995417744961	6.211126603331831	False
0	152	125	72	-0.007176820208023774	114.05566932324733	112.46408387299253	False
0	156	127	70	0.006470014261052316	115.32370951123484	114.02505004364639	False
0	160	128	70	0.007906170611837888	113.97591941878962	6.875622401242298	False
0	164	52	47	0.005037147102526003	112.19695258678915	111.72415153896918	False
0	168	125	70	0.007002927268633191	112.48726331088413	111.7129965152642	False
0	172	131	68	0.00493838885063748	108.9121358531779	5.63468745818434	False
0	176	127	66	0.0070653789004457655	107.31165473456707	106.47814329711052	False
0	180	127	70	0.006852810928469564	107.76513547999699	106.77190295252734	False
0	184	127	69	0.00785868610365868	109.31089888173983	7.922207169064511	False
0	188	133	89	-0.03361812778603269	115.47609077401053	112.10717281851619	False
0	192	128	79	0.0027171057569616453	139.27051373905687	136.28135723644425	False
0	196	125	71	-4.7484508179206535e-05	134.3349794629502	20.635012928686248	False
4	0	140	74	-0.01300891530460624	81.61229501553424	79.56904553117862	False
4	4	184	119	-0.005133978833596037	105.90322818366052	104.95571457429793	False
4	8	131	67	-0.004368574752487001	110.06811059141955	7.132796693839667	False
4	12	139	74	-0.057221396731054974	139.07532621910036	131.16293202359785	False
4	16	182	110	-0.05660887187570367	156.4855949724673	166.4902379894178	False
4	20	130	64	-0.04876658990004511	211.27390844986823	81.04403924505145	False
4	24	122	66	0.04881872213967311	226.02090774010537	239.694322197041	False
4	28	126	70	0.013578022967800045	202.71646230373992	225.7392979828786	False
4	32	182	101	-0.05140198010399107	226.61526864360505	53.494675859659075	False
4	36	123	72	-0.10392273402674591	222.07526138052143	214.19726409302191	False
4	40	125	71	0.0381745853036103	219.23710739459446	221.93255880456505	False
4	44	139	74	-0.006814026923716137	240.81955293335548	27.692192856459148	False
4	48	191	84	-0.04419019316493313	252.18956639200323	249.78872660284506	False
4	52	126	73	0.024153719132327552	237.9903679897375	236.15572054488243	False
4	56	133	89	0.05095087727628861	232.567036254422	29.66887187659508	False
4	60	126	66	0.007340267459138187	218.9389220586249	216.7995082343689	False
4	64	136	80	0.06427231104105682	160.97903079432015	166.99573954795775	False
4	68	140	74	-0.018851349747144995	124.48684679123436	12.843710997722967	False
4	72	182	102	0.004182763744427935	119.6797703633662	119.28299806310588	False
4	76	182	111	-0.0011408841852435638	119.3118284852579	118.61661098249381	False
4	80	136	75	0.0009259479094945274	120.71790047247084	2.3886212367090818	False
4	84	181	116	0.008655274888558693	120.80449817641497	119.89492505245227	False
4	88	182	109	-0.03757411994295579	146.65140392895404	142.72109947125523	False
4	92	130	64	-0.04632113772881597	188.27246610793227	27.172839593336253	False
4	96	182	109	-0.013826151560178307	216.63933810617317	213.8917844227114	False
4	100	58	44	0.008526608121294002	213.6168607943884	212.64644358917872	False
4	104	133	89	0.02898929224340559	196.99503786889525	12.84969621146743	False
4	108	131	64	0.05617384843982169	166.77751992435498	165.1466533176252	False
4	112	125	69	0.019387525332132404	142.06280935907145	140.75583588822778	False
4	116	139	79	-0.025261758351337878	142.45907428951304	18.838304593826756	False
4	120	60	44	0.0675482912332838	130.2193110900986	130.00512560747214	False
4	124	144	76	-0.016182541469638972	146.55461983036855	144.48647311816543	False
4	128	58	44	0.07538165673449038	135.47010256653766	41.92930962030855	False
4	132	136	79	-0.0030906389301634473	126.92045387005268	126.01674950983616	False
4	136	56	45	0.011071080087067477	118.25692752792506	116.37010308891104	False
4	140	129	66	0.001970607089437071	116.59835228756619	2.8235215218196914	False
4	144	182	102	0.0023179791976225854	116.5596595974605	116.39926890017473	False
4	148	182	111	-7.5058170081813405e-06	116.36389360845564	116.1324540320176	False
4	152	183	94	-0.00016619577862722287	115.17242812032573	0.9544315384596196	False
4	156	181	116	0.001775631500742942	115.21397001215723	115.05493359523743	False
4	160	182	99	0.000683029347744502	112.88568163053638	112.56123810455291	False
4	164	128	81	0.0007597521308673046	111.8903285927966	2.0882486036651233	False
4	168	56	44	0.00525260029717682	110.55345940834796	110.33667592866169	False
4	172	132	65	0.003587780529910681	108.05885515820215	107.75818218579258	False
4	176	129	78	0.0047484508179206535	107.00205370497876	3.8311533235951156	False
4	180	183	95	0.0034323922734026745	105.88641901931648	105.34850933216504	False
4	184	62	44	-4.503490204908804e-05	106.18336165073387	105.9032006758953	False
4	188	131	64	-0.029345426054749636	120.26730810323131	15.621935348272103	False
4	192	182	101	0.029918276374442793	134.91906794542754	133.59429874058904	False
4	196	54	46	0.0040606470014261055	122.13355782549657	121.50999572811354	False
8	0	140	74	-0.07583275956219283	97.71220233148937	32.6901925018737	False
8	4	136	77	-0.06015601783060921	158.08152640821288	151.9661628689292	False
8	8	182	109	-0.09717781280492381	191.3305486752233	197.4499648295633	False
8	12	143	74	-0.030532538759229802	221.89179467698662	58.13134626826842	False
8	16	52	46	0.01325408618127786	226.3795920572741	222.96244142208243	False
8	20	128	70	0.022427381220445845	228.68589793453563	231.34761864527346	False
